AREACD,AREANM,Method,% workforce taking bus and rail,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
E09000001,City of London,Rail,84.41417122,1.929031987,1.025777305,17.49611872,1.06382086,38.08243703,1.593073835,3.640152734,1.445095598,5.549323748,1.163405458,0.541561184,0.956683497,0.712477447,0.916961552,0.623522665,0.27329818,1.065499252,0.176790635
E09000008,Croydon,Rail,32.40723168,1.79224187,1.618958816,2.135507348,1.180800238,1.530666975,0.504996328,1.066103359,2.101675895,1.027320961,1.837625527,0.372145987,1.028146119,0.352342209,0.395250395,0.302832765,0.088291842,0.198862933,0.055285545
E09000009,Ealing,Rail,33.68751781,2.539030279,1.542464644,1.765173443,1.338502377,0.500157471,0.749111414,1.549213396,0.715367657,1.52821728,2.836725206,0.916330479,1.232022076,0.579642766,0.490409274,0.755110305,0.174717677,0.294695481,0.113978913
E09000010,Enfield,Rail,24.86528244,1.139917851,1.360364774,0.68395071,0.940196706,0.536044014,0.563364359,0.982590346,0.477635,0.619889211,1.856841391,0.370237781,0.590684704,0.397558126,0.274145532,0.344801598,0.115875947,0.227041489,0.066887741
E09000011,Greenwich,Rail,32.93154161,1.152315589,1.497202838,1.120018456,1.778649288,0.644789204,1.075033162,1.15116212,1.017359709,0.84549282,2.567622124,0.397946825,1.393390622,0.988522983,0.349501125,0.295288079,0.153411385,0.191475864,0.087663648
E09000012,Hackney,Rail,50.39453324,1.987563313,4.175036282,6.146260824,2.300883255,3.214893269,1.088930964,2.1480677,1.903947255,4.404740166,1.641565831,0.844810518,1.358040116,1.240785414,0.905360078,0.5603237,0.215287322,0.547829346,0.066316185
E09000013,Hammersmith and Fulham,Rail,55.66700501,4.630791487,4.263940728,5.105539526,2.743787914,1.430638033,1.696784661,2.134767701,2.957983999,10.08799623,1.365100424,0.859182059,1.233225969,2.115585962,0.88555695,0.841598798,0.41080891,0.911132602,0.120685108
E09000014,Haringey,Rail,39.18917261,1.843012626,1.898229383,1.593923703,2.062652613,0.526399745,1.207406408,2.09210155,1.266304281,1.182865627,3.216069303,0.625789906,1.159551885,1.376737794,0.65891996,0.400014724,0.229456299,0.396333607,0.073622341
E09000015,Harrow,Rail,26.1302754,1.455561076,1.287715011,1.61535053,1.137324937,0.765378056,0.549192325,1.12524002,0.690183019,0.890255529,3.038685161,0.48071113,0.523679723,0.792233427,0.349119816,0.331663824,0.112792556,0.139647926,0.057739047
E09000016,Havering,Rail,21.1226621,0.841292563,1.257832117,0.490460658,0.605449041,0.904653509,0.445873325,0.516274376,0.536221341,0.335578345,2.338488255,0.298031117,0.502194166,0.17834933,0.199469645,0.173655927,0.042240631,0.089174665,0.049280736
E09000017,Hillingdon,Rail,20.87203162,1.005401165,0.545547811,0.616758698,0.578739326,0.272773905,0.522012009,0.768232703,0.523218973,0.692193959,0.825563501,0.446576748,1.537068887,0.117075526,0.183458556,0.28846444,0.195528198,0.06336562,0.069400441
E09000018,Hounslow,Rail,28.07544663,1.144675559,0.842672763,1.74713638,0.892877832,0.600916049,0.653438275,1.167847129,0.556890066,3.677328163,1.102966733,0.719863442,1.080567549,0.549938595,0.363021264,0.484285814,0.181510632,0.327491523,0.211633672
E09000019,Islington,Rail,64.58715487,2.56211735,5.130190342,11.11918432,3.540629392,5.494080091,1.621721419,3.050480025,2.822378922,6.725111371,1.898063225,1.12859423,1.641970603,1.399575958,1.136336566,0.828429854,0.268003907,0.932653596,0.255497059
E09000020,Kensington and Chelsea,Rail,60.15892192,9.000187167,5.820047302,3.984958568,2.936822583,2.347246091,2.937673342,2.132854639,1.649623113,3.970495653,1.053240544,0.586173453,1.011553317,2.932568784,2.025658913,0.733354886,1.741505164,1.180854503,0.135270797
E09000021,Kingston upon Thames,Rail,26.19664624,1.476697791,1.273771818,1.146257524,1.413626205,0.681447356,0.427789889,1.32313219,0.689674084,1.069474723,0.702014177,0.320842417,0.198812609,0.50457269,0.255028588,0.244059616,0.071298315,0.071298315,0.054844857
E09000022,Lambeth,Rail,56.69045914,1.820956183,7.970841559,4.182124545,2.81604582,0.79043094,1.613404783,2.471814231,3.707721346,4.563238091,2.230273577,0.520686438,1.363186022,1.904844553,1.264110965,0.662428858,0.461386038,0.453431107,0.477295901
E09000023,Lewisham,Rail,36.42142704,1.248691397,2.441885398,1.352118361,2.440624093,0.952284853,0.996430508,1.254997919,1.478248805,1.084721819,2.198453641,0.411185248,0.689933529,1.512304025,0.465421339,0.274964368,0.084507398,0.264873933,0.066849136
E09000024,Merton,Rail,33.92925519,2.546971758,1.686097944,2.358160476,1.626681807,1.272825699,0.900484572,2.204998878,1.1579545,1.621400372,2.589223233,0.714314008,1.110421591,0.84502951,0.925571386,0.567754202,0.196733433,0.287838177,0.120152634
E09000025,Newham,Rail,45.08058327,2.761895625,2.983499616,1.50038373,3.156178051,1.121450499,1.857252494,3.461243285,2.636224098,0.882578665,5.545855718,0.791442824,1.830391404,0.628357636,0.671527246,0.539140445,0.483499616,0.679201842,0.254221028
E09000026,Redbridge,Rail,27.12654099,1.499754448,2.039968267,1.042650448,1.270572828,0.916726481,0.629619836,1.434273985,1.064057522,0.968355307,2.682180499,0.389105058,0.826061224,0.365179505,0.409252893,0.298439802,0.11585005,0.181330513,0.056665785
E09000027,Richmond upon Thames,Rail,28.06061143,1.856794121,1.13456698,2.957210255,1.339472053,1.094091904,0.762702217,1.453308205,0.860095369,1.952922427,0.731081064,0.371864763,0.302298225,1.219311671,0.437636761,0.368070224,0.09486346,0.302298225,0.126484614
E09000028,Southwark,Rail,63.51530352,1.598753569,4.39290794,11.85900568,3.130191199,4.770202925,1.539037816,2.751810473,4.221360868,5.58668013,2.253998241,0.748075524,2.210025732,1.36260491,1.220915715,0.647101614,0.290435708,1.001053169,0.3034646
E09000029,Sutton,Rail,21.28308733,0.894697782,1.289134438,0.934553751,0.665182375,0.5497375,0.294109563,1.023886094,0.901569501,1.037629532,1.509029438,0.313350375,0.490640719,0.204777219,0.228141063,0.251504906,0.035732938,0.090706688,0.060471125
E09000030,Tower Hamlets,Rail,68.14079576,1.957951629,2.760167922,8.288576916,2.863419277,26.02019138,1.628227136,2.409623196,2.188673794,5.289188776,1.688138416,0.66327311,1.260686303,0.994272312,0.738905791,0.810289444,0.330999201,0.711287115,0.302530721
E09000031,Waltham Forest,Rail,34.22903947,1.845431019,2.356724705,1.056506118,1.625587297,0.859274893,1.251224844,2.739880908,0.966056129,0.657018668,4.624255672,0.579131178,0.969824879,0.619331173,0.547724932,0.443456195,0.266324967,0.23994372,0.097987488
E09000032,Wandsworth,Rail,41.92194217,2.73202394,3.906263171,3.115569418,2.73202394,1.095844222,1.445671415,1.618477619,1.684228273,2.003709011,1.656410689,0.516732698,1.030936525,1.052010453,1.019978083,0.647391048,0.169434376,0.483857372,0.132344263
E09000033,Westminster,Rail,77.48234923,7.064599944,2.916110343,10.50963284,2.984413775,6.272417427,3.24080907,3.358881334,9.422441281,6.25680031,1.54197572,1.082043062,1.837671231,2.286792038,2.407781786,1.109501728,1.564285886,1.790648265,0.546770689
E06000036,Bracknell Forest UA,Rail,5.662881333,0.552681091,0.196546163,0.441808897,0.127671012,0.159588765,0.092393495,0.176387582,0.142789948,0.927294718,0.147829593,0.183107109,0.08735385,0.052076334,0.082314205,0.099113022,0.01007929,0.020158581,0.047036688
E06000043,Brighton and Hove UA,Rail,21.23188888,0.536954448,0.508109787,0.678219323,1.000687834,0.660468763,0.159755042,0.320989298,0.353531992,0.553965401,0.184162063,0.156057009,0.452639286,0.300280311,0.168630322,0.080617128,0.035501121,0.071741848,0.101326115
E06000046,Isle of Wight UA,Rail,5.161708994,0.106987512,0.09646415,0.047355128,0.054370703,0.026308405,0.042093447,0.035077873,0.052616809,0.029816192,0.035077873,0.042093447,0.024554511,0.024554511,0.026308405,0.012277256,0.078925214,0.008769468,0.010523362
E06000035,Medway UA,Rail,7.385428966,0.326985376,0.390565866,0.208907324,0.317902449,0.173584829,0.180649328,0.193769112,0.224045536,0.118078053,0.641860183,0.1786309,0.188723041,0.072663417,0.091838485,0.076700273,0.013119784,0.02926721,0.059543633
E06000042,Milton Keynes UA,Rail,7.049534275,0.217292016,0.107261982,0.204835785,0.157778916,0.238052399,0.049824921,0.097573803,0.080273483,0.225596169,0.128022366,0.06712524,0.296181473,0.049132908,0.019376358,0.04221278,0.006920128,0.01245623,0.008996166
E06000044,Portsmouth UA,Rail,10.07297012,0.275685118,0.243840303,0.11646104,0.342104305,0.091895039,0.108272373,0.152855115,0.651453943,0.167412745,0.096444299,0.271135859,0.230192525,0.094624595,0.048222149,0.064599483,0.011828074,0.012737926,0.023656149
E06000038,Reading UA,Rail,19.62326548,1.018926106,0.538511385,1.685920497,0.296069537,1.075905526,0.156414095,0.369807611,0.58431837,1.612182424,0.230152169,0.14859339,0.425669788,0.088262239,0.111724354,0.092731214,0.026813845,0.054744933,0.300538512
E06000039,Slough UA,Rail,10.59916445,0.644679062,0.278960505,0.535230443,0.272286809,0.189532975,0.169511886,0.28830368,0.134808665,1.143871545,0.393748081,0.499192483,0.273621548,0.060063267,0.080084355,0.173516104,0.03603796,0.040042178,0.038707439
E06000045,Southampton UA,Rail,12.04977715,0.354794581,0.228586558,0.360972596,0.45805569,0.525131283,0.066193019,0.126208023,0.289484136,0.105026257,0.085609638,0.075901328,0.264772075,0.067958166,0.037950665,0.041480958,0.015886325,0.039715811,0.047658975
E06000037,West Berkshire UA,Rail,5.287224921,0.284652758,0.122320663,0.265218634,0.08802515,0.116604744,0.09717062,0.101743355,0.102886539,0.690482995,0.089168334,0.15775936,0.107459274,0.040011432,0.054872821,0.162332095,0.022863675,0.028579594,0.050300087
E06000040,Windsor and Maidenhead UA,Rail,7.688092069,0.726793497,0.330123437,0.605443775,0.238784937,0.276625173,0.379707195,0.339257288,0.220517237,1.054307263,0.292283202,0.194420522,0.116130379,0.18006733,0.165714137,0.173543151,0.113520708,0.04566925,0.210078551
E06000041,Wokingham UA,Rail,7.266236757,0.335386918,0.240384615,0.483648088,0.266294334,0.231748042,0.250460617,0.177049747,0.139624597,1.115557347,0.194322893,0.221672041,0.077729157,0.083486872,0.110836021,0.112275449,0.021591433,0.031667434,0.12379088
E07000223,Adur,Rail,7.90437891,0.411081323,0.540661305,0.232350313,0.294906166,0.268096515,0.250223414,0.129579982,0.250223414,0.192135836,0.236818588,0.442359249,0.214477212,0.098302055,0.138516533,0.111706881,0.00893655,0.00893655,0.10277033
E07000224,Arun,Rail,4.493725703,0.296090398,0.269905533,0.112796342,0.187322497,0.086611477,0.120853224,0.106753681,0.118839003,0.076540375,0.191350938,0.136966987,0.3061615,0.078554595,0.04834129,0.082583036,0.028199086,0.012085322,0.068483494
E07000105,Ashford,Rail,5.508089438,0.296309762,0.243592074,0.270859844,0.141792401,0.101799673,0.127249591,0.138156699,0.152699509,0.143610253,0.241774223,0.185420833,0.46173423,0.110888929,0.039992729,0.074531903,0.01454281,0.012724959,0.023632066
E07000004,Aylesbury Vale,Rail,4.406198483,0.075173096,0.1055061,0.162215628,0.080448401,0.120013188,0.056709529,0.036927135,0.129244972,0.19650511,0.121332015,0.040883614,0.079129575,0.043521266,0.013188262,0.044840092,0.01055061,0.015825915,0.007912957
E07000084,Basingstoke and Deane,Rail,7.368124648,0.389525061,0.136099118,0.300356674,0.118500094,0.373099305,0.091514924,0.125539703,0.111460484,0.459921156,0.180683311,0.220574432,0.163084288,0.050450535,0.05397034,0.137272386,0.015252487,0.014079219,0.032851512
E07000106,Canterbury,Rail,8.880584794,0.530006402,0.372195507,0.19800801,0.610400631,0.136967947,0.184608971,0.119102562,0.214384612,0.138456729,0.183120189,0.123568908,0.092304486,0.096770832,0.096770832,0.069972755,0.020842948,0.025309294,0.016376602
E07000177,Cherwell,Rail,4.254347104,0.203510909,0.098294385,0.143980507,0.106600952,0.056761546,0.062299258,0.058145974,0.080296821,0.124598516,0.066452542,0.065068114,0.103832097,0.026304131,0.020766419,0.020766419,0.002768856,0.00692214,0.009690996
E07000225,Chichester,Rail,6.284161842,0.593486206,0.339597012,0.29431741,0.367088198,0.240952165,0.166564249,0.098644846,0.399430771,0.359002555,0.12937029,0.124518904,0.074387917,0.113199004,0.087324946,0.058216631,0.0113199,0.045279602,0.022639801
E07000005,Chiltern,Rail,5.420425033,0.301600156,0.312770533,0.706526292,0.228992711,0.254126058,0.134044514,0.142422296,0.125666732,0.374207601,0.220614929,0.234577899,0.108911168,0.175933425,0.086570415,0.069814851,0.025133346,0.036303723,0.019548158
E07000226,Crawley,Rail,15.483231,0.654185658,0.227269874,0.678042717,0.159465602,0.414359438,0.290051607,0.724501199,0.650418754,0.328976281,0.379201667,0.335254454,2.122022576,0.067804272,0.05399229,0.116774023,0.086638792,0.016323251,0.229781144
E07000107,Dartford,Rail,13.68835076,0.882710119,0.380634754,0.271881967,0.199380109,0.309945442,0.27550706,0.309945442,0.13775353,0.222943213,1.506226097,0.286382339,0.338946185,0.088814776,0.099690054,0.128690798,0.019938011,0.052563847,0.058001487
E07000108,Dover,Rail,5.633835139,0.201946025,0.275380944,0.144574995,0.199651184,0.045896824,0.135395631,0.112447219,0.162933725,0.036717459,0.139985313,0.071140077,0.415366257,0.071140077,0.045896824,0.045896824,0.020653571,0.009179365,0.029832936
E07000085,East Hampshire,Rail,3.921850309,0.188807027,0.147762021,0.221643032,0.090299013,0.096455764,0.098508014,0.13955302,0.094403513,0.190859277,0.092351263,0.110821516,0.063619759,0.047201757,0.063619759,0.055410758,0.006156751,0.012313502,0.028731503
E07000061,Eastbourne,Rail,9.842296988,0.719505849,0.72629364,0.262461253,0.282824626,0.271511641,0.144806209,0.140281015,0.341652148,0.11312985,0.147068806,0.17421997,0.244360477,0.140281015,0.058827522,0.221734507,0.052039731,0.06787791,0.020363373
E07000086,Eastleigh,Rail,4.832483217,0.220151626,0.145734175,0.176741446,0.099223268,0.158137083,0.097672904,0.122478721,0.136431993,0.179842173,0.13953272,0.142633448,0.282166168,0.04806127,0.038759089,0.114726903,0.018604363,0.029456908,0.017054
E07000207,Elmbridge,Rail,8.719662329,0.529370383,0.515300739,1.171297925,0.365810763,0.444952515,0.239183961,0.298979951,0.184664087,0.691171298,0.481885332,0.538163911,0.153007387,0.216320788,0.117833275,0.2831516,0.042208934,0.061554696,0.036932817
E07000208,Epsom and Ewell,Rail,14.03191909,0.978589255,1.070537239,1.921056088,0.784841718,0.932615263,0.361224222,0.384211218,0.357940365,0.541836333,0.929331407,0.141205832,0.177328254,0.233153816,0.243005385,0.206882963,0.026270852,0.062393275,0.055825562
E07000087,Fareham,Rail,4.971643507,0.305977276,0.153963088,0.13252519,0.146167488,0.114985091,0.079904894,0.097444992,0.25725478,0.12083179,0.066262595,0.212430083,0.083802693,0.031182398,0.042875797,0.076007094,0.0019489,0.009744499,0.023386798
E07000088,Gosport,Rail,4.141127224,0.026162356,0.022424877,0.06727463,0.041112274,0.022424877,0.003737479,0.029899836,0.156974137,0.029899836,0.059799671,0.085962027,0.059799671,0.018687397,0.007474959,0.003737479,0.003737479,0,0
E07000109,Gravesham,Rail,8.420268256,0.378787879,0.310481868,0.204918033,0.167660209,0.198708395,0.217337308,0.208022851,0.260804769,0.139716841,0.828986587,0.176974665,0.245280676,0.058991555,0.07141083,0.111773472,0.018628912,0.024838549,0.040362643
E07000209,Guildford,Rail,10.30641737,0.873468553,0.507711589,0.992403509,0.878584035,0.456556769,0.272399417,0.205898151,0.572933985,0.91822902,0.185436223,0.222523467,0.136839144,0.184157352,0.15218559,0.112540604,0.021740799,0.05115482,0.04859708
E07000089,Hart,Rail,4.475760433,0.205924676,0.158785293,0.297722423,0.079392646,0.166228353,0.12405101,0.193519575,0.213367737,0.922939513,0.200962636,0.156304272,0.062025505,0.044658364,0.059544484,0.096759788,0.057063464,0.014886121,0.0124051
E07000062,Hastings,Rail,8.867619304,0.479913723,0.420598544,0.234564573,0.434079267,0.229172284,0.105149636,0.091668913,0.355891076,0.153680237,0.194122405,0.091668913,0.115934214,0.102453492,0.080884335,0.043138312,0.008088434,0.048530601,0.010784579
E07000090,Havant,Rail,6.244274484,0.244998828,0.159781845,0.136347174,0.132086325,0.046869341,0.085216984,0.153390571,0.112912503,0.142738448,0.121434202,0.306781141,0.095869107,0.036217218,0.019173821,0.044738916,0.008521698,0.019173821,0.234346706
E07000227,Horsham,Rail,4.561242661,0.241550153,0.238023873,0.296207486,0.096972689,0.305023185,0.102262108,0.119893506,0.123419786,0.259181551,0.162208862,0.209813636,0.133998625,0.081104431,0.049367915,0.052894194,0.015868258,0.038789076,0.031736516
E07000063,Lewes,Rail,9.425014819,0.427287097,0.451985774,0.370480142,0.550780478,0.16548113,0.246986762,0.121023513,0.780478166,0.33096226,0.153131792,0.237107291,0.133372851,0.288974511,0.116083778,0.086445367,0.044457617,0.076565896,0.054337088
E07000110,Maidstone,Rail,6.884053281,0.317147998,0.258896325,0.223945321,0.125564718,0.172166056,0.113914383,0.122975754,0.478958201,0.134626089,0.26277977,0.102264048,0.099675085,0.068607526,0.050484783,0.064724081,0.024595151,0.019417224,0.024595151
E07000228,Mid Sussex,Rail,6.843411258,0.364045971,0.509337861,0.465260546,0.249771451,1.162335118,0.135496931,0.25956641,0.210591616,0.395063341,0.20242915,0.200796657,0.159984328,0.125701972,0.115907013,0.158351835,0.019589918,0.05713726,0.044077315
E07000210,Mole Valley,Rail,8.842069275,0.47436911,0.450864335,1.220111541,0.331203658,0.777794397,0.200858993,0.318382871,0.316246074,0.818393555,0.690185688,0.446590739,0.100429496,0.108976688,0.10683989,0.391033996,0.01923118,0.064103934,0.235047758
E07000091,New Forest,Rail,2.974006918,0.154595954,0.146735143,0.079918248,0.108741222,0.113981763,0.060266219,0.048475003,0.064196625,0.064196625,0.06550676,0.056335814,0.061576355,0.027512839,0.018341892,0.023582434,0.043234462,0.019652028,0.007860811
E07000178,Oxford,Rail,18.93767436,0.237983341,0.170988031,0.433969622,0.920935535,0.06699531,0.05599608,0.05599608,0.191986561,0.337976342,0.06199566,0.03599748,0.05199636,0.09499335,0.06099573,0.02399832,0.01299909,0.01799874,0.00799944
E07000211,Reigate and Banstead,Rail,11.14919296,0.437941237,0.657644198,0.584409878,0.247532003,1.841110818,0.158186132,0.341271934,0.377889094,0.536075226,0.752848815,0.376424408,0.297331341,0.112780854,0.11424554,0.202126725,0.033687787,0.096669303,0.152327386
E07000064,Rother,Rail,5.211826601,0.252284405,0.5353352,0.298433991,0.209211457,0.621481094,0.119988924,0.153831954,0.144602037,0.150755315,0.156908593,0.073839338,0.169215149,0.159985232,0.079992616,0.030766391,0.055379503,0.03384303,0.03076639
E07000212,Runnymede,Rail,9.130443456,0.325161084,0.357078737,0.9734884,0.827864111,0.239382393,0.281274312,0.299227992,0.12767061,1.256757565,0.305212552,0.331145644,0.153603702,0.181531648,0.095752957,0.23140298,0.031917652,0.049871332,0.367053004
E07000092,Rushmoor,Rail,6.627528505,0.265580383,0.127798079,0.377403702,0.163741289,0.283551988,0.121807544,0.335469957,0.363425787,0.892589708,0.175722359,0.215659258,0.093851714,0.075880109,0.049921125,0.101839094,0.025958985,0.02795583,0.02795583
E07000111,Sevenoaks,Rail,6.4109402,0.390416658,0.403217204,0.492821027,0.187741344,0.439485418,0.213342436,0.330680776,0.219742709,0.384016385,0.680562371,0.290145713,0.136539159,0.140806008,0.113071491,0.104537794,0.029867941,0.076803277,0.025601092
E07000112,Shepway,Rail,6.710490891,0.150318586,0.150318586,0.107690927,0.134613659,0.163779952,0.074037512,0.148075025,0.222112537,0.080768195,0.208651171,0.047114781,0.089742439,0.051601903,0.04487122,0.024679171,0.031409854,0.024679171,0.029166293
E07000006,South Bucks,Rail,7.493362766,0.480267279,0.283387525,0.805417176,0.211794887,0.158100409,0.280404498,0.196879754,0.101422904,0.483250306,0.492199385,0.33111595,0.167049488,0.098439877,0.053694478,0.12230409,0.190913701,0.056677505,0.038779346
E07000179,South Oxfordshire,Rail,4.31523013,0.170169045,0.11719189,0.329100512,0.141272415,0.157326098,0.160536835,0.051371787,0.085084523,0.197460307,0.072241576,0.067425471,0.072241576,0.052977156,0.043344945,0.041739577,0.01926442,0.027291262,0.020869788
E07000213,Spelthorne,Rail,12.10036815,0.559484596,0.213136989,0.607924821,0.251889169,0.198604922,0.230091068,0.276109281,0.280953304,0.949428405,0.678163147,0.423851967,0.259155202,0.111412517,0.118678551,0.358457663,0.031486146,0.065394303,0.644254989
E07000214,Surrey Heath,Rail,6.114465323,0.298487213,0.309793546,0.325622414,0.067838003,0.235171743,0.140198539,0.189946408,0.205775275,0.336928747,0.350496348,0.217081609,0.067838003,0.049747869,0.054270403,0.081405603,0.002261267,0.013567601,0.036180268
E07000113,Swale,Rail,4.50561542,0.49324632,0.328198513,0.176430414,0.24662316,0.1536652,0.197298528,0.136591289,0.151768098,0.102443466,0.411670967,0.383214448,0.21626954,0.064501442,0.09295796,0.136591289,0.013279709,0.041736227,0.043633328
E07000215,Tandridge,Rail,8.779334291,0.73934387,0.502873563,0.640565134,0.386135057,0.514846743,0.215517241,0.326269157,0.359195402,0.359195402,0.8411159,0.122725096,0.170617816,0.182590996,0.116738506,0.119731801,0.04190613,0.0598659,0.044899425
E07000093,Test Valley,Rail,3.470390484,0.091371433,0.091371433,0.118955262,0.072407551,0.132747177,0.043099733,0.046547711,0.108611327,0.137919145,0.067235583,0.07585553,0.037927765,0.034479786,0.015515904,0.041375743,0.012067925,0.005171968,0.008619946
E07000114,Thanet,Rail,8.264048465,0.196365156,0.298725715,0.100271569,0.279924796,0.08147065,0.073114686,0.064758722,0.108627533,0.064758722,0.261123877,0.114894506,0.196365156,0.073114686,0.050135784,0.033423856,0.006266973,0.025067892,0.010444955
E07000115,Tonbridge and Malling,Rail,5.52367407,0.342335489,0.31422098,0.304298212,0.231531248,0.38202656,0.092612499,0.210031918,0.153802901,0.213339507,0.42502522,0.214993302,0.29272165,0.090958705,0.074420758,0.190186383,0.02149933,0.04299866,0.094266295
E07000116,Tunbridge Wells,Rail,7.009404841,0.646244381,0.22744914,0.519883748,0.129970937,0.779825622,0.193151254,0.175099735,0.140801848,0.362835533,0.279798545,0.131776089,0.110114266,0.122750329,0.101088507,0.148022456,0.018051519,0.045128798,0.032492735
E07000180,Vale of White Horse,Rail,4.986520761,0.052640814,0.063807047,0.382842285,0.078163633,0.074973281,0.035093876,0.035093876,0.070187752,0.327011118,0.043069757,0.070187752,0.068592576,0.025522819,0.014356585,0.035093876,0.001595176,0.012761409,0.023927643
E07000216,Waverley,Rail,5.368962051,0.428606649,0.278783971,0.498776764,0.339471638,0.271198012,0.168787574,0.164994595,0.085342032,0.421020691,0.218096304,0.104306928,0.091031501,0.144133209,0.223785773,0.079652563,0.017068406,0.020861386,0.009482449
E07000065,Wealden,Rail,3.489861259,0.167200285,0.133404482,0.213447172,0.119174671,0.1547492,0.069370331,0.067591604,0.108502312,0.145855567,0.241906795,0.087157595,0.085378869,0.060476699,0.053361792,0.058697972,0.012451085,0.010672359,0.017787264
E07000181,West Oxfordshire,Rail,2.873575023,0.073944747,0.010270104,0.067782685,0.034918353,0.020540207,0.018486187,0.047242477,0.059566602,0.078052788,0.018486187,0.020540207,0.012324124,0.036972373,0.002054021,0.004108041,0.016432166,0.002054021,0.008216083
E07000094,Winchester,Rail,7.163512093,0.277339642,0.499474238,0.467928496,0.319400631,0.282597266,0.092008412,0.113038906,0.707150368,0.315457413,0.072292324,0.085436383,0.116982124,0.085436383,0.072292324,0.046004206,0.02891693,0.0446898,0.027602524
E07000217,Woking,Rail,11.37032131,0.687069178,0.48049936,1.282080068,0.222287087,0.487235332,0.238004356,0.624200103,0.415384961,1.737880863,0.426611581,0.516424546,0.514179222,0.415384961,0.154927363,0.136964771,0.015717269,0.033679862,0.078586343
E07000229,Worthing,Rail,7.972994695,0.482237582,0.713309757,0.275277287,0.379762096,0.301398489,0.138643305,0.200932326,0.421957885,0.281305256,0.102475486,0.281305256,0.106494133,0.0864009,0.058270375,0.094438193,0.010046616,0.036167819,0.174811123
E07000007,Wycombe,Rail,5.940424071,0.202347228,0.149614314,0.277154385,0.128766418,0.117729296,0.068675423,0.091976013,0.112823909,0.26734361,0.164330476,0.117729296,0.052732914,0.044148486,0.052732914,0.083391585,0.012263468,0.033111365,0.024526937
E06000022,Bath and North East Somerset UA,Rail,10.30991644,0.486316813,0.222158362,0.581369645,0.338211238,0.280737433,0.135947655,0.091737035,0.225474159,1.230160485,0.061894867,0.074052787,0.054158009,0.139263451,0.090631769,0.10278969,0.024315841,0.044210619,0.02431584
E06000023,"Bristol, City of UA",Rail,12.45193443,0.128174857,0.172024151,0.664907073,0.287971802,0.547272911,0.049752083,0.114682767,0.427108982,0.241171113,0.081795797,0.058606267,0.125645091,0.059871151,0.043849294,0.037524876,0.018551624,0.030357203,0.008432557
E06000052,"Cornwall UA and Isles of Scilly UA

",Rail,3.144207049,0.149266212,0.105782498,0.054354643,0.082786303,0.034703349,0.056445206,0.034703349,0.101183259,0.032194673,0.028849772,0.02383242,0.044738052,0.027177322,0.03010411,0.012543379,0.012543379,0.011289041,0.00794414
E06000024,North Somerset UA,Rail,3.629477483,0.078359671,0.102105026,0.04749071,0.065299726,0.06292519,0.035618032,0.048677977,0.055801584,0.090232348,0.058176119,0.056988852,0.045116174,0.015434481,0.018996284,0.011872677,0.011872677,0.002374535,0.015434481
E06000026,Plymouth UA,Rail,11.78320536,0.046561019,0.054729619,0.078418559,0.348799216,0.02940696,0.01470348,0.02287208,0.223819637,0.02368894,0.01797092,0.01878778,0.057180199,0.04165986,0.01306976,0.00735174,0.00326744,0.00490116,0.00653488
E06000025,South Gloucestershire UA,Rail,5.811875985,0.048344719,0.060255737,0.11420564,0.161149063,0.170257488,0.013312314,0.120511473,0.687335786,0.119110177,0.05885444,0.074268699,0.045542126,0.018216851,0.012611666,0.015414258,0.007006481,0.008407777,0.004904536
E06000030,Swindon UA,Rail,9.869579573,0.097219165,0.063284173,0.283403038,0.051361068,0.243965074,0.031183506,0.03301783,0.13298848,0.124734023,0.077041602,0.043106611,0.440237728,0.045858097,0.077041602,0.021094724,0.001834324,0.003668648,0.026597697
E06000027,Torbay UA,Rail,4.827508115,0.062278252,0.081150449,0.035857175,0.050954933,0.028308296,0.033969955,0.018872197,0.047180494,0.013210538,0.037744395,0.018872197,0.024533857,0.022646637,0,0.003774439,0.018872197,0.005661659,0.009436098
E06000054,Wiltshire UA,Rail,3.806086347,0.113321525,0.067368308,0.11242923,0.064691422,0.092352582,0.040599444,0.036137967,0.229766085,0.107075457,0.03346108,0.043276331,0.05710691,0.034799524,0.024091978,0.021415091,0.007138364,0.011599841,0.018292057
E07000078,Cheltenham,Rail,7.214428858,0.081412826,0.11115982,0.097069138,0.108028557,0.100200401,0.029746994,0.0501002,0.156563126,0.070453407,0.017221944,0.023484469,0.015656313,0.034443888,0.007828156,0.01252505,0.004696894,0.001565631,0.001565631
E07000079,Cotswold,Rail,2.06089313,0.143465489,0.03188122,0.100198119,0.072871359,0.04782183,0.01138615,0.075148589,0.02504953,0.066039669,0.01821784,0.01594061,0.03643568,0.01821784,0.00683169,0.00910892,0.00683169,0.00910892,0.00455446
E07000040,East Devon,Rail,3.671741879,0.108100185,0.073288261,0.08977812,0.080617087,0.051301783,0.075120468,0.038476337,0.379266751,0.036644131,0.045805163,0.04763737,0.045805163,0.027483098,0.020154272,0.023818685,0.00549662,0.010993239,0.003664414
